질병명,상세 정보
내장리슈만편모충증 - 칼라아잘,"내장 리슈만편모충 감염은 풍토병이 있는 지역에서 증상이 나타나면 의심해야 합니다. 세 가지 세포계(백혈구, 적혈구, 혈소판)가 모두 감소한 증거가 있는지 혈액검사를 실시해야 합니다. 기생충이 발견되는 골수 흡인물 천자를 통해 신뢰할 수 있는 진단을 얻을 수 있습니다. 또 다른 방법은 간 기능 및 분석을 실시하는 것입니다."
내장리슈만편모충증 - 칼라아잘,가장 일반적으로 사용되는 치료법은 안티몬제입니다. 환자가 신부전증으로 고통받는 경우 암포테리신B를 대안으로 사용할 수 있으며 매우 좋은 결과를 얻을 수 있습니다. 경우에 따라 감염으로 인한 결핍을 교정하기 위해 수혈이 필요할 수 있습니다.
내장탈출,내장탈출은 이전 복부 수술의 절개 부위에 나타나는 탈장(정상적인 위치에 있던 체강 밖으로 나온 장기나 조직)을 말합니다.
내장탈출,"복부 수술 후 반흔화가 제대로 되지 않아 발생합니다. 비만, 고령, 영양실조, 복수 또는 간 및 신장 문제, 수술 후 혈종, 흡연 또는 만성기침, 다태 분만력, 무거운 물건을 들거나 강도 높은 운동을 한 적이 있는 경우 등이 위험 요인으로 작용할 수 있습니다."
내장탈출,"가장 흔한 증상은 흉터 부위 또는 그 부근의 복벽에 변형이 나타나는 것입니다. 일반적으로 여러 정도의 불편감과 통증이 동반됩니다. 발생 가능한 다른 합병증으로는 장 통과의 변화로 인한 장 폐색 및 감돈 증상(탈장 내부에 내장이 갇힘), 장 천공을 초래할 수 있는 교액(장 또는 결장 내용물의 순환이 눈에 띄게 감소함)이 있습니다."
내장탈출,"진단은 임상 병력과 신체 검사를 통해 이루어지며, 초음파 및/또는 CT 스캔과 같은 영상 검사를 통해 확인됩니다."
내장탈출,"치료는 수술로 이루어지며, 내장탈출로 인한 불편감, 통증 또는 합병증을 완화하기 위해 실시됩니다."
내측상과염,"내측상과염 또는 골프 엘보우라고 불리는 이 질환은 힘줄에 발생한 염증으로, 팔꿈치 안쪽 통증이 주된 증상입니다."
내측상과염,일반적으로 손바닥을 아래쪽과 안쪽으로 향하는 전완부의 회전을 통해 팔꿈치와 손목의 굴곡이 반복되면서 발생합니다.
내측상과염,"팔꿈치 안쪽의 통증에서 손목까지 통증이 나타나며, 팔, 전완, 손에 경련이 일어나는 느낌이 특징입니다. 해당 부위를 촉진할 때와 손목을 펴거나 구부릴 때 통증이 증가합니다."
내측상과염,진단은 임상 문진과 해당 부위의 신체 검사를 통해 진행됩니다.
내측상과염,"치료에는 통증이 있는 부위 휴식, 항염증제, 스테로이드 주사 요법, 물리치료가 포함됩니다. 치료에도 효과가 없는 심각한 경우에는 외과적 수술이 필요할 수 있습니다."
네 번째 발가락 절단,네 번째 발가락이 잘리는 경우를 말합니다.
네 번째 발가락 절단,"일반적으로는 외상에 의해 발생하며, 선택적 수술로 인해 이차적으로 발생할 수도 있습니다."
네 번째 발가락 절단,"절단을 일으키는 가장 흔한 원인으로는 혈액 순환 장애, 종양, 기형, 감염, 괴저를 유발하는 질환 등이 있습니다."
네 번째 발가락 절단,"외상으로 인해 절단이 발생하면 일반적으로 출혈과 조직 손실이 더 큽니다. 사지가 찢어지거나 손상된 경우 출혈이 심하고 봉합 수술이 매우 어려울 수 있습니다. 가장 흔한 원인으로는 교통사고, 작업장에서의 사고, 전쟁으로 인한 부상이 있습니다."
네 번째 발가락 절단,"선택할 수 있는 치료법은 외과적 수술이며, 가능한 발가락을 보존하고 출혈과 감염을 피하는 것이 우선입니다. 심한 경우 출혈과 감염을 막지 못하면 환자가 사망할 수도 있습니다."
네 번째 발가락 절단,"외상성 절단이 발생했을 경우, 절단 부위 직접 압박을 통해 지혈을 시도합니다. 절단된 사지와 잘린 끝이 적절하게 치료되면 병원에서 재접합술을 시도할 수 있습니다."
노년난청,노화로 인한 청력 손실은 귀 구조의 점진적인 악화로 인해 발생합니다.
노년난청,고음에 대한 인지가 줄어 소음이 있는 환경에서 이해력에 어려움이 있을 수 있습니다.
노년난청,특히 의사소통 능력과 자율성을 떨어뜨리기 때문에 노년 난청이 발생하면 노인들의 삶의 질에 영향을 미칩니다.
노년난청,"문진, 청각 검사 및 청력 측정 검사를 통해 진단합니다."
노년난청,"난청으로 고통받는 사람들의 의사소통을 개선하는 것이 치료 목표이며, 이를 위해 보청기나 인공 와우 이식을 통해 소리를 증폭하는 방법을 고려합니다."
농가진,농가진은 세균에 의해 발생하는 피부 감염증입니다.
농가진,"발병과 가장 흔하게 연관된 세균은 화농연쇄구균(70%), 황색포도알균(15%)이며, 두 가지 균 모두(15%) 입니다. 병변은 일반적으로 작은 외상(벌레 물림, 표재성 상처, 수두 병변)이 있는 피부 부위에 생깁니다."
농가진,"증상은 붉은색의 작은 구진이 생기는 것으로 발생하여 순식간에 물집으로 바뀐 후, 물집이 빠르게 터지고 노란색 딱지를 형성합니다. 일반적으로 아이가 병변을 긁거나 만지고 다른 신체 부위를 만지면 자가감염이 되어 퍼집니다. 일반적으로 발열이나 기타 다른 증상은 나타나지 않습니다."
농가진,병변의 임상적 모양을 바탕으로 진단을 내립니다.
농가진,"치료는 일반적인 위생 관리, 병변이 퍼지지 않도록 손톱 깎기, 병변이 퍼지는 정도에 따라 먹는 항생제 복용 또는 국소 항생제 연고 치료로 이루어집니다."
농양 - 항문 누공,"항문누공은 피부 아래에 형성되어 직장 또는 항문 내부(내부 구멍)와 외부(외부 구멍)를 연결하는 관이 생긴 것을 말합니다. 일반적으로 상처, 수술 중 발생한 손상 또는 항문 부위의 감염으로 인해 발생합니다."
농양 - 항문 누공,"크론병 및 궤양성 대장염, 방사선 치료, 일부 감염, 항문 직장 종양, 당뇨병, 항문 성교, 외상, 항문 이물질 등이 발병의 위험 요인입니다."
농양 - 항문 누공,"가장 흔한 증상은 항문에 통증이 있으며 고름 또는 악취가 나는 분비물이 나옵니다. 때로는 거의 증상이 없거나 가벼운 가려움증, 따끔거림 또는 가벼운 불편감만 유발합니다."
농양 - 항문 누공,진단은 자세한 병력 확인과 신체 검진을 통해 이루어집니다.
농양 - 항문 누공,치료는 통증을 줄이고 감염을 치료하기 위한 항생제 요법을 기반으로 합니다. 재발을 방지할 수 있는 유일한 효과적인 치료법은 수술입니다.
뇌농양,감염으로 인해 국소 염증이 일어나 뇌에 농양이 발생하는 질환입니다.
뇌농양,감염은 보통 세균 또는 곰팡이에 의해 발생합니다. 감염의 원인은 가까이 있거나 멀리 떨어져 있을 수 있으며 혈액을 통해 뇌를 감염시킵니다.
뇌농양,"가장 흔히 나타나는 증상으로는 의식 상태 변화, 운동장애, 근력 상실, 감각 변화, 발열, 오한, 두통 및 경련이 있습니다."
뇌농양,"전체 병력 확인, 신체 검진, 혈액 검사 및 CT 스캔을 통해 진단합니다."
뇌농양,"병원균에 따라 항생제 또는 항진균제를 사용하여 치료합니다. 항생제로 치료되지 않는 경우 흡인술, 신경외과적 수술을 통해 농양을 배출할 수도 있습니다."
뇌실질내 출혈,뇌 내부 출혈. 출혈량이 많으면 두개골 내부의 압력 증가로 인해 압박을 받는 뇌의 서로 떨어진 부위에서 손상이 발생할 수 있습니다.
뇌실질내 출혈,"출혈은 자연적으로 발생(동맥 고혈압, 당뇨병, 흡연자에게서 더 많이 발생)하거나 외상으로 인해 이차적으로 속발할 수 있습니다."
뇌실질내 출혈,"징후와 증상은 빠르게 진행되는 두통입니다. 출혈이 발생하는 부위에 따라 힘이나 감각 상실, 언어 장애, 시각 장애 및 손상된 의식과 관련이 있을 수 있습니다."
뇌실질내 출혈,문진 및 신체 검사를 통해 진단을 받아볼 수 있습니다. 확진하려면 단층촬영 및/또는 자기 공명 영상 스캔이 필요합니다.
뇌실질내 출혈,일반적으로 압력 증가와 관련된 두통을 치료하는 진통제와 항경련제가 필요합니다.
뇌염,뇌염은 뇌에 염증이 생기는 것입니다. 일반적으로 바이러스 감염으로 인해 발생하지만 다른 원인으로 발생할 수도 있습니다.
뇌염,"대부분의 경우 경증이며 두통을 동반한 독감 증상을 보이지만, 때로는 중증으로 진행되어 환자가 혼수상태에 빠질 수 있습니다."
뇌염,"갑작스러운 발열, 목의 뻣뻣함이 동반된 극심한 두통, 졸음 또는 의식 변화, 경련, 언어 장애, 떨림, 시력, 청력 변화, 구토 중 한 가지 이상의 증상이 나타납니다."
뇌염,자세한 병력 확인과 전체적인 신체 검진을 통해 진단할 수 있습니다. 대부분의 경우 CT 스캔이나 요추 천자와 같은 추가 검사가 필요합니다.
뇌염,"대부분의 뇌염은 증상에 맞는 치료를 합니다.  감염균에 따라 항생제, 항바이러스제, 항결핵제 등을 사용할 수 있으며 경우에 따라 뇌 농양이 함께 있는 경우는 수술적 치료가 필요할 수도 있습니다. 조기에 치료하면 후유증을 줄일 수 있습니다."
뇌염 (소아청소년과),뇌염은 뇌에 염증이 생기는 질환을 의미합니다.
뇌염 (소아청소년과),"일반적으로 엔테로바이러스, 홍역 바이러스 또는 수두 대상포진 바이러스와 같은 바이러스 감염이 원인인 경우가 많습니다. 세균, 기생충 또는 곰팡이도 원인이 될 수 있습니다."
뇌염 (소아청소년과),"대부분의 경우 경증 사례에 해당하며 두통을 비롯해 독감과 비슷한 증상이 나타납니다. 심한 경우에는 갑작스러운 발열, 극심한 두통, 목 뻣뻣함, 발작, 졸음, 의식 손상 또는 혼수상태를 유발할 수 있습니다."
뇌염 (소아청소년과),"진단은 병력 확인과 전체적인 신체 검진을 통해 이루어집니다. 진단을 내리려면 혈액 검사, 뇌척수액 검사, 바이러스에 대한 항체 혈청 검사, CT 스캔, 뇌파 검사, MRI와 같은 추가적인 검사를 진행해야 합니다."
뇌염 (소아청소년과),"대부분의 바이러스성 뇌염은 자연적으로 치유되며 증상만 치료하면 됩니다. 환자의 전반적인 상태가 크게 영향을 받거나 착란, 초조 또는 매우 심한 두통이 있는 경우 환자가 치료를 받고 상태가 안정화될 수 있도록 입원해야 할 수도 있습니다."
뇌전증 - 긴장간대발작,"뇌의 자극으로 인한 발작의 한 유형으로 전신에 영향을 미치며 의식 소실을 동반합니다. 이러한 발작은 뇌 조직 과민을 유발하는 다양한 요인(외상, 감염, 악성 종양, 유전 및 독성 물질)에 의해 발생합니다. 긴장-간대 발작은 세 단계를 거칩니다. 첫 번째 단계에서는 환자의 근육이 경직되고, 두 번째 단계에서는 의식을 잃고 전신에서 반복적인 운동을 시작하며, 세 번째 단계에서는 환자가 깨어나면 탈진된 상태가 되어 생각이 느려지고 무슨 일이 있었는지 기억하지 못합니다. 진단은 병력 확인, 신체 검사, 뇌전도검사, 보완적 영상 검사를 통해 이루어질 수 있습니다. 치료는 유발 원인, 벤조디아제핀 및 항간질제 치료를 기반으로 이루어집니다."
뇌전증 - 발작,발작은 뇌 신경세포에 비정상적인 전기충격이 가해져 발생합니다. 5~10%의 사람들은 일생 동안 발작을 적어도 한 번은 경험합니다. 발작이 만성적으로 반복되는 것을 간질이라고 합니다.
뇌전증 - 발작,"외상, 뇌막염 후유증, 종양 또는 독성물질로 인한 뇌 손상이 원인일 수 있습니다. 원인이 밝혀지지 않은 경우를 특발간질이라고 합니다."
